Date,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,Referee
18/11/2006,Luton,Derby,0,2,A,S Tanner
18/11/2006,Southend,Plymouth,1,1,D,R Styles
18/11/2006,Sunderland,Colchester,3,1,H,A Hall
18/11/2006,West Brom,Burnley,3,0,H,R Beeby
17/11/2006,Cardiff,QPR,0,1,A,P Joslin
11/11/2006,Birmingham,Barnsley,2,0,H,M Russell
11/11/2006,Cardiff,Burnley,1,0,H,P Walton
11/11/2006,Coventry,Derby,1,2,A,L Probert
11/11/2006,Crystal Palace,Stoke,0,1,A,I Williamson
11/11/2006,Hull,Wolves,2,0,H,U Rennie
11/11/2006,Ipswich,Sheffield Weds,0,2,A,K Stroud
11/11/2006,Leeds,Colchester,3,0,H,M Jones
11/11/2006,Leicester,Plymouth,2,2,D,M Thorpe
11/11/2006,Luton,QPR,2,3,A,A D'Urso
11/11/2006,Southend,Preston,0,0,D,D Deadman
11/11/2006,Sunderland,Southampton,1,1,D,K Friend
11/11/2006,West Brom,Norwich,0,1,A,G Laws
6/11/2006,Stoke,Coventry,1,0,H,C Boyeson
4/11/2006,Barnsley,Leeds,3,2,H,P Crossley
4/11/2006,Burnley,Ipswich,1,0,H,P Joslin
4/11/2006,Colchester,Cardiff,3,1,H,J Moss
4/11/2006,Derby,West Brom,2,1,H,P Walton
4/11/2006,Norwich,Sunderland,1,0,H,M Riley
4/11/2006,Plymouth,Birmingham,0,1,A,G Hegley
4/11/2006,Preston,Luton,3,0,H,C Webster
4/11/2006,QPR,Crystal Palace,4,2,H,P Dowd
4/11/2006,Sheffield Weds,Leicester,2,1,H,N Miller
4/11/2006,Southampton,Hull,0,0,D,A Bates
4/11/2006,Wolves,Southend,3,1,H,S Tanner
1/11/2006,Derby,Barnsley,2,1,H,A Penn
1/11/2006,Southampton,Wolves,2,0,H,M Thorpe
31/10/2006,Coventry,Birmingham,0,1,A,A D'Urso
31/10/2006,Leicester,Stoke,2,1,H,G Laws
31/10/2006,Luton,Burnley,0,2,A,J Singh
31/10/2006,Norwich,Colchester,1,1,D,D Gallagher
31/10/2006,Plymouth,Ipswich,1,1,D,K Friend
31/10/2006,Preston,Leeds,4,1,H,A Marriner
31/10/2006,Sheffield Weds,Crystal Palace,3,2,H,A Hall
31/10/2006,Southend,Hull,2,3,A,P Joslin
31/10/2006,Sunderland,Cardiff,1,2,A,C Boyeson
31/10/2006,West Brom,QPR,3,3,D,L Mason
29/10/2006,Ipswich,Luton,5,0,H,I Williamson
28/10/2006,Barnsley,Coventry,0,1,A,M Halsey
28/10/2006,Birmingham,West Brom,2,0,H,N Miller
28/10/2006,Cardiff,Derby,2,2,D,A Marriner
28/10/2006,Colchester,Southampton,2,0,H,D Whitestone
28/10/2006,Crystal Palace,Plymouth,0,1,A,M Russell
28/10/2006,Hull,Sunderland,0,1,A,R Beeby
28/10/2006,Leeds,Southend,2,0,H,C Foy
28/10/2006,QPR,Leicester,1,1,D,K Stroud
28/10/2006,Stoke,Norwich,5,0,H,P Robinson
28/10/2006,Wolves,Sheffield Weds,2,2,D,R Lewis
27/10/2006,Burnley,Preston,3,2,H,S Tanner
23/10/2006,Coventry,Colchester,2,1,H,M Pike
22/10/2006,West Brom,Wolves,3,0,H,H Webb
21/10/2006,Derby,Birmingham,0,1,A,U Rennie
21/10/2006,Leicester,Crystal Palace,1,1,D,G Salisbury
21/10/2006,Luton,Leeds,5,1,H,G Hedgley
21/10/2006,Norwich,Cardiff,1,0,H,A Bates
21/10/2006,Plymouth,Burnley,0,0,D,P Miller
21/10/2006,Preston,Hull,2,1,H,P Walton
21/10/2006,Sheffield Weds,QPR,3,2,H,K Hill
21/10/2006,Southampton,Stoke,1,0,H,L Probert
21/10/2006,Southend,Ipswich,1,3,A,C Penton
21/10/2006,Sunderland,Barnsley,2,0,H,N Swarbrick
18/10/2006,Colchester,Sheffield Weds,4,0,H,R Beeby
17/10/2006,Barnsley,Plymouth,2,2,D,C Oliver
17/10/2006,Birmingham,Norwich,0,1,A,M Pike
17/10/2006,Burnley,Southend,0,0,D,U Rennie
17/10/2006,Cardiff,Southampton,1,0,H,R Oliver
17/10/2006,Crystal Palace,West Brom,0,2,A,R Lee
17/10/2006,Hull,Luton,0,0,D,G Laws
17/10/2006,Ipswich,Preston,2,3,A,P Melin
17/10/2006,Leeds,Leicester,1,2,A,C Webster
17/10/2006,QPR,Derby,1,2,A,M Thorpe
17/10/2006,Stoke,Sunderland,2,1,H,P Walton
17/10/2006,Wolves,Coventry,1,0,H,L Mason
15/10/2006,Plymouth,Derby,3,1,H,P Taylor
14/10/2006,Burnley,Hull,2,0,H,A Penn
14/10/2006,Crystal Palace,Cardiff,1,2,A,P Walton
14/10/2006,Ipswich,West Brom,1,5,A,A Woolmer
14/10/2006,Leeds,Stoke,0,4,A,T Kettle
14/10/2006,Leicester,Southampton,3,2,H,K Hill
14/10/2006,Luton,Birmingham,3,2,H,J Moss
14/10/2006,Preston,Sunderland,4,1,H,M Jones
14/10/2006,QPR,Norwich,3,3,D,A Marriner
14/10/2006,Sheffield Weds,Barnsley,2,1,H,C Foy
14/10/2006,Wolves,Colchester,1,0,H,S Mathieson
13/10/2006,Southend,Coventry,2,3,A,D Drysdale
1/10/2006,Norwich,Burnley,1,4,A,P Crossley
30/09/2006,Barnsley,Luton,1,2,A,D Whitestone
30/09/2006,Birmingham,Leicester,1,1,D,S Bennett
30/09/2006,Cardiff,Wolves,4,0,H,P Miller
30/09/2006,Coventry,Plymouth,0,1,A,M Halsey
30/09/2006,Derby,Southend,3,0,H,R Lewis
30/09/2006,Hull,Crystal Palace,1,1,D,M Thorpe
30/09/2006,Southampton,QPR,1,2,A,A D'Urso
30/09/2006,Stoke,Preston,1,1,D,A Woolmer
30/09/2006,Sunderland,Sheffield Weds,1,0,H,S Mathieson
30/09/2006,West Brom,Leeds,4,2,H,R Styles
29/09/2006,Colchester,Ipswich,1,0,H,L Probert
24/09/2006,Southend,Cardiff,0,3,A,K Stroud
23/09/2006,Burnley,Southampton,2,3,A,D Drysdale
23/09/2006,Crystal Palace,Coventry,1,0,H,A Wolmer
23/09/2006,Ipswich,Sunderland,3,1,H,M Russell
23/09/2006,Leeds,Birmingham,3,2,H,S Tanner
23/09/2006,Leicester,Colchester,0,0,D,C Oliver
23/09/2006,Luton,West Brom,2,2,D,P Dowd
23/09/2006,Plymouth,Norwich,3,1,H,J Singh
23/09/2006,QPR,Hull,2,0,H,D Deadman
23/09/2006,Sheffield Weds,Derby,1,2,A,K Wright
23/09/2006,Wolves,Stoke,2,0,H,M Dean
22/09/2006,Preston,Barnsley,1,0,H,R Beeby
16/09/2006,Barnsley,Wolves,1,0,H,N Miller
16/09/2006,Birmingham,Ipswich,2,2,D,H Webb
16/09/2006,Cardiff,Luton,4,1,H,P Melin
16/09/2006,Colchester,QPR,2,1,H,A Wiley
16/09/2006,Coventry,Leeds,1,0,H,I Williamson
16/09/2006,Derby,Preston,1,1,D,G Laws
16/09/2006,Norwich,Crystal Palace,0,1,A,A D'Urso
16/09/2006,Southampton,Plymouth,1,0,H,R Lee
16/09/2006,Stoke,Burnley,0,1,A,C Foy
16/09/2006,Sunderland,Leicester,1,1,D,M Pike
16/09/2006,West Brom,Southend,1,1,D,R Booth
15/09/2006,Hull,Sheffield Weds,2,1,H,G Salisbury
13/09/2006,Leeds,Sunderland,0,3,A,A Marriner
12/09/2006,Burnley,Barnsley,4,2,H,G Sutton
12/09/2006,Crystal Palace,Southampton,0,2,A,C Penton
12/09/2006,Ipswich,Coventry,2,1,H,P Taylor
12/09/2006,Leicester,Hull,0,1,A,M Jones
12/09/2006,Luton,Colchester,1,1,D,K Friend
12/09/2006,Plymouth,Cardiff,3,3,D,S Tanner
12/09/2006,Preston,West Brom,1,0,H,C Boyeson
12/09/2006,QPR,Birmingham,0,2,A,P Melin
12/09/2006,Sheffield Weds,Stoke,1,1,D,A Wiley
12/09/2006,Southend,Norwich,3,3,D,U Rennie
12/09/2006,Wolves,Derby,0,1,A,N Swarbrick
10/09/2006,Leeds,Wolves,0,1,A,L Mason
9/09/2006,Barnsley,Stoke,2,2,D,C Webster
9/09/2006,Birmingham,Hull,2,1,H,T Kettle
9/09/2006,Burnley,Colchester,1,2,A,R Olivier
9/09/2006,Coventry,Norwich,3,0,H,J Moss
9/09/2006,Derby,Sunderland,1,2,A,A Bates
9/09/2006,Ipswich,Southampton,2,1,H,M Halsey
9/09/2006,Luton,Crystal Palace,2,1,H,P Armstrong
9/09/2006,Plymouth,QPR,1,1,D,A Marriner
9/09/2006,Preston,Cardiff,2,1,H,E Ilderton
9/09/2006,Southend,Sheffield Weds,0,0,D,R Beeby
9/09/2006,West Brom,Leicester,2,0,H,M Atkinson
28/08/2006,Sunderland,West Brom,2,0,H,P Joslin
27/08/2006,Sheffield Weds,Leeds,0,1,A,S Bennett
26/08/2006,Cardiff,Birmingham,2,0,H,P Crossley
26/08/2006,Colchester,Derby,4,3,H,P Walton
26/08/2006,Crystal Palace,Burnley,2,2,D,L Probert
26/08/2006,Hull,Coventry,0,1,A,N Swarbrick
26/08/2006,Leicester,Southend,1,0,H,C Boyeson
26/08/2006,Norwich,Barnsley,5,1,H,I Williamson
26/08/2006,Southampton,Preston,1,1,D,P Miller
26/08/2006,Stoke,Plymouth,1,1,D,E Ilderton
26/08/2006,Wolves,Luton,1,0,H,P Robinson
25/08/2006,QPR,Ipswich,1,3,A,L Mason
19/08/2006,Barnsley,Southampton,2,2,D,M Dean
19/08/2006,Birmingham,Crystal Palace,2,1,H,M Jones
19/08/2006,Burnley,Wolves,0,1,A,C Oliver
19/08/2006,Derby,Norwich,0,0,D,R Beeby
19/08/2006,Ipswich,Hull,0,0,D,D Gallagher
19/08/2006,Leeds,Cardiff,0,1,A,N Miller
19/08/2006,Luton,Stoke,2,2,D,G Sutton
19/08/2006,Plymouth,Sheffield Weds,1,2,A,P Melin
19/08/2006,Preston,QPR,1,1,D,M Pike
19/08/2006,Southend,Sunderland,3,1,H,J Singh
19/08/2006,West Brom,Colchester,2,1,H,P Taylor
18/08/2006,Coventry,Leicester,0,0,D,A Hall
13/08/2006,Crystal Palace,Leeds,1,0,H,R Styles
12/08/2006,Cardiff,Coventry,1,0,H,R Booth
12/08/2006,Colchester,Barnsley,1,2,A,G Poll
12/08/2006,Hull,Derby,1,2,A,A Woolmer
12/08/2006,Leicester,Ipswich,3,1,H,J Moss
12/08/2006,Norwich,Luton,3,2,H,A Penn
12/08/2006,QPR,Southend,2,0,H,I Williamson
12/08/2006,Sheffield Weds,Burnley,1,1,D,C Webster
12/08/2006,Southampton,West Brom,0,0,D,S Tanner
12/08/2006,Stoke,Birmingham,0,0,D,R Beeby
12/08/2006,Sunderland,Plymouth,2,3,A,R Olivier
11/08/2006,Wolves,Preston,1,3,A,U Rennie
9/08/2006,Southampton,Coventry,2,0,H,G Hegley
9/08/2006,Sunderland,Birmingham,0,1,A,G Salisbury
8/08/2006,Cardiff,West Brom,1,1,D,C Foy
8/08/2006,Colchester,Plymouth,0,1,A,R Booth
8/08/2006,Crystal Palace,Southend,3,1,H,K Hill
8/08/2006,Hull,Barnsley,2,3,A,S Mathieson
8/08/2006,Leicester,Burnley,0,1,A,H Webb
8/08/2006,Norwich,Preston,2,0,H,P Joslin
8/08/2006,QPR,Leeds,2,2,D,K Friend
8/08/2006,Sheffield Weds,Luton,0,1,A,A Bates
8/08/2006,Stoke,Derby,2,0,H,M Clattenburg
8/08/2006,Wolves,Ipswich,1,0,H,T Kettle
6/08/2006,Coventry,Sunderland,2,1,H,C Foy
6/08/2006,Derby,Southampton,2,2,D,A D'Urso
5/08/2006,Barnsley,Cardiff,1,2,A,L Mason
5/08/2006,Birmingham,Colchester,2,1,H,K Stroud
5/08/2006,Burnley,QPR,2,0,H,M Clattenburg
5/08/2006,Ipswich,Crystal Palace,1,2,A,K Wright
5/08/2006,Leeds,Norwich,1,0,H,G Laws
5/08/2006,Luton,Leicester,2,0,H,C Penton
5/08/2006,Plymouth,Wolves,1,1,D,I Williamson
5/08/2006,Preston,Sheffield Weds,0,0,D,P Walton
5/08/2006,Southend,Stoke,1,0,H,M Russell
5/08/2006,West Brom,Hull,2,0,H,L Probert
30/04/2006,Brighton,Stoke,1,5,A,K Wright
30/04/2006,Burnley,Luton,1,1,D,R Booth
30/04/2006,Coventry,Cardiff,3,1,H,T Kettle
30/04/2006,Crewe,Millwall,4,2,H,G Salisbury
30/04/2006,Derby,Sheffield Weds,0,2,A,P Dowd
30/04/2006,Norwich,Wolves,1,2,A,I Williamson
30/04/2006,Plymouth,Ipswich,2,1,H,B Curson
30/04/2006,Preston,Leeds,2,0,H,U Rennie
30/04/2006,Reading,QPR,2,1,H,D Drysdale
30/04/2006,Sheffield United,Crystal Palace,1,0,H,A Leake
30/04/2006,Southampton,Leicester,2,0,H,M Fletcher
30/04/2006,Watford,Hull,0,0,D,K Friend
22/04/2006,Cardiff,Norwich,0,1,A,A Marriner
22/04/2006,Crystal Palace,Southampton,2,1,H,R Beeby
22/04/2006,Hull,Preston,1,1,D,A Bates
22/04/2006,Ipswich,Derby,2,0,H,L Probert
22/04/2006,Leeds,Crewe,1,0,H,N Miller
22/04/2006,Leicester,Plymouth,1,0,H,P Joslin
22/04/2006,Luton,Sheffield United,1,1,D,R Olivier
22/04/2006,Millwall,Burnley,1,0,H,C Penton
22/04/2006,QPR,Watford,1,2,A,A D'Urso
22/04/2006,Sheffield Weds,Reading,1,1,D,L Mason
22/04/2006,Stoke,Coventry,0,1,A,P Walton
22/04/2006,Wolves,Brighton,1,0,H,N Swarbrick
18/04/2006,Sheffield United,Leeds,1,1,D,G Poll
17/04/2006,Brighton,Sheffield Weds,0,2,A,P Taylor
17/04/2006,Burnley,Crystal Palace,0,0,D,M Dean
17/04/2006,Coventry,Leicester,1,1,D,K Hill
17/04/2006,Crewe,Cardiff,1,1,D,J Moss
17/04/2006,Derby,Hull,1,1,D,A D'Urso
17/04/2006,Norwich,QPR,3,2,H,B Curson
17/04/2006,Plymouth,Luton,1,2,A,A Hall
17/04/2006,Preston,Wolves,2,0,H,K Friend
17/04/2006,Reading,Stoke,3,1,H,S Mathieson
17/04/2006,Southampton,Millwall,2,0,H,A Woolmer
17/04/2006,Watford,Ipswich,2,1,H,C Webster
15/04/2006,Crystal Palace,Crewe,2,2,D,M Russell
15/04/2006,Hull,Burnley,0,0,D,D Drysdale
15/04/2006,Ipswich,Brighton,1,2,A,I Williamson
15/04/2006,Leeds,Reading,1,1,D,M Halsey
15/04/2006,Leicester,Preston,1,2,A,D Gallagher
15/04/2006,Luton,Coventry,1,2,A,R Beeby
15/04/2006,Millwall,Plymouth,1,1,D,P Walton
15/04/2006,QPR,Derby,1,1,D,T Kettle
15/04/2006,Sheffield Weds,Norwich,1,0,H,K Stroud
15/04/2006,Stoke,Southampton,1,2,A,P Robinson
14/04/2006,Cardiff,Sheffield United,0,1,A,M Jones
14/04/2006,Wolves,Watford,1,1,D,K Wright
9/04/2006,Watford,Luton,1,1,D,M Dean
8/04/2006,Brighton,Southampton,0,2,A,M Atkinson
8/04/2006,Burnley,QPR,1,0,H,R Olivier
8/04/2006,Cardiff,Reading,2,5,A,A Leake
8/04/2006,Crewe,Sheffield Weds,2,0,H,C Penton
8/04/2006,Derby,Millwall,1,0,H,P Taylor
8/04/2006,Ipswich,Stoke,1,4,A,P Miller
8/04/2006,Leeds,Plymouth,0,0,D,M Thorpe
8/04/2006,Preston,Norwich,2,0,H,M Fletcher
8/04/2006,Sheffield United,Hull,3,2,H,P Crossley
8/04/2006,Wolves,Coventry,2,2,D,D Gallagher
7/04/2006,Leicester,Crystal Palace,2,0,H,G Laws
1/04/2006,Coventry,Preston,0,1,A,M Pike
1/04/2006,Hull,Leeds,1,0,H,E Ilderton
1/04/2006,Luton,Ipswich,1,0,H,L Mason
1/04/2006,Millwall,Brighton,0,2,A,K Hill
1/04/2006,Norwich,Leicester,2,1,H,A D'Urso
1/04/2006,Plymouth,Wolves,2,0,H,P Melin
1/04/2006,QPR,Crewe,1,2,A,S Tanner
1/04/2006,Reading,Derby,5,0,H,A Bates
1/04/2006,Sheffield Weds,Burnley,0,0,D,G Laws
1/04/2006,Southampton,Cardiff,3,2,H,P Walton
1/04/2006,Stoke,Sheffield United,1,1,D,A Marriner
31/03/2006,Crystal Palace,Watford,3,1,H,M Thorpe
29/03/2006,QPR,Stoke,1,2,A,P Walton
28/03/2006,Burnley,Southampton,1,1,D,A Marriner
28/03/2006,Preston,Crewe,1,0,H,M Thorpe
25/03/2006,Brighton,Luton,1,1,D,P Armstrong
25/03/2006,Cardiff,QPR,0,0,D,K Wright
25/03/2006,Crewe,Coventry,4,1,H,M Atkinson
25/03/2006,Derby,Crystal Palace,2,1,H,A Wiley
25/03/2006,Ipswich,Hull,1,1,D,R Olivier
25/03/2006,Leeds,Stoke,0,0,D,K Stroud
25/03/2006,Leicester,Reading,1,1,D,C Penton
25/03/2006,Preston,Plymouth,0,0,D,N Miller
25/03/2006,Sheffield United,Southampton,3,0,H,A Bates
25/03/2006,Watford,Millwall,0,2,A,A D'Urso
25/03/2006,Wolves,Sheffield Weds,1,3,A,D Drysdale
24/03/2006,Burnley,Norwich,2,0,H,C Webster
21/03/2006,Leeds,Crystal Palace,0,1,A,P Joslin
20/03/2006,Southampton,Watford,1,3,A,I Williamson
18/03/2006,Coventry,Leeds,1,1,D,C Oliver
18/03/2006,Crystal Palace,Ipswich,2,2,D,K Friend
18/03/2006,Hull,Crewe,1,0,H,T Kettle
18/03/2006,Luton,Derby,1,0,H,N Miller
18/03/2006,Millwall,Leicester,0,1,A,M Thorpe
18/03/2006,Norwich,Sheffield United,2,1,H,P Taylor
18/03/2006,Plymouth,Cardiff,0,1,A,R Olivier
18/03/2006,QPR,Brighton,1,1,D,A Leake
18/03/2006,Reading,Wolves,1,1,D,P Walton
18/03/2006,Sheffield Weds,Preston,2,0,H,A Woolmer
18/03/2006,Stoke,Burnley,1,0,H,M Fletcher
14/03/2006,Preston,Ipswich,3,1,H,E Ilderton
13/03/2006,Stoke,Crystal Palace,1,3,A,A Leake
11/03/2006,Brighton,Preston,0,0,D,A Hall
11/03/2006,Coventry,Sheffield United,2,0,H,K Stroud
11/03/2006,Crewe,Southampton,1,1,D,P Robinson
11/03/2006,Derby,Burnley,3,0,H,P Joslin
11/03/2006,Hull,Plymouth,1,0,H,H Webb
11/03/2006,Ipswich,Millwall,1,1,D,B Curson
11/03/2006,Leeds,Norwich,2,2,D,C Foy
11/03/2006,Luton,Leicester,1,2,A,A Bates
11/03/2006,Reading,Watford,0,0,D,S Tanner
11/03/2006,Sheffield Weds,QPR,1,1,D,A D'Urso
11/03/2006,Wolves,Cardiff,2,0,H,G Salisbury
7/03/2006,Plymouth,Preston,0,0,D,I Williamson
7/03/2006,Wolves,Stoke,0,0,D,B Curson
4/03/2006,Burnley,Reading,0,3,A,M Jones
4/03/2006,Cardiff,Sheffield Weds,1,0,H,L Probert
4/03/2006,Crystal Palace,Leeds,1,2,A,D Gallagher
4/03/2006,Leicester,Hull,3,2,H,N Miller
4/03/2006,Millwall,Luton,2,1,H,U Rennie
4/03/2006,Norwich,Stoke,2,1,H,P Crossley
4/03/2006,Plymouth,Brighton,1,0,H,P Joslin
4/03/2006,QPR,Wolves,0,0,D,P Armstrong
4/03/2006,Southampton,Coventry,1,1,D,P Dowd
4/03/2006,Watford,Derby,2,2,D,A Leake
3/03/2006,Sheffield United,Crewe,0,0,D,K Wright
25/02/2006,Coventry,Burnley,1,0,H,E Ilderton
25/02/2006,Crewe,Brighton,2,1,H,H Webb
25/02/2006,Crystal Palace,Norwich,4,1,H,P Walton
25/02/2006,Derby,Plymouth,1,0,H,K Wright
25/02/2006,Hull,Wolves,2,3,A,I Williamson
25/02/2006,Ipswich,Leicester,2,0,H,P Taylor
25/02/2006,Leeds,Luton,2,1,H,K Hill
25/02/2006,Reading,Preston,2,1,H,K Stroud
25/02/2006,Sheffield United,QPR,2,3,A,K Friend
25/02/2006,Southampton,Sheffield Weds,3,0,H,M Thorpe
25/02/2006,Stoke,Millwall,2,1,H,C Webster
25/02/2006,Watford,Cardiff,2,1,H,C Penton
18/02/2006,Brighton,Watford,0,1,A,P Crossley
18/02/2006,Cardiff,Hull,1,0,H,B Curson
18/02/2006,Leicester,Leeds,1,1,D,R Olivier
18/02/2006,Millwall,Crystal Palace,1,1,D,L Mason
18/02/2006,Norwich,Derby,2,0,H,A Hall
18/02/2006,Plymouth,Coventry,3,1,H,P Armstrong
18/02/2006,Sheffield Weds,Sheffield United,1,2,A,N Miller
18/02/2006,Wolves,Ipswich,1,0,H,A Woolmer
17/02/2006,Luton,Reading,3,2,H,K Wright
15/02/2006,Coventry,Sheffield Weds,2,1,H,R Styles
15/02/2006,Southampton,Preston,0,0,D,C Penton
14/02/2006,Burnley,Wolves,0,1,A,C Oliver
14/02/2006,Crewe,Ipswich,1,2,A,A Leake
14/02/2006,Crystal Palace,QPR,2,1,H,A Hall
14/02/2006,Leeds,Watford,2,1,H,M Jones
14/02/2006,Leicester,Derby,2,2,D,P Crossley
14/02/2006,Luton,Cardiff,3,3,D,A Woolmer
14/02/2006,Millwall,Hull,1,1,D,L Probert
14/02/2006,Norwich,Brighton,3,0,H,M Thorpe
14/02/2006,Sheffield United,Reading,1,1,D,M Halsey
14/02/2006,Stoke,Plymouth,0,0,D,M Riley
11/02/2006,Brighton,Leicester,1,2,A,S Tanner
11/02/2006,Cardiff,Stoke,3,0,H,M Jones
11/02/2006,Derby,Leeds,0,0,D,P Dowd
11/02/2006,Hull,Norwich,1,1,D,J Moss
11/02/2006,Ipswich,Burnley,2,1,H,D Deadman
11/02/2006,Plymouth,Sheffield United,0,0,D,C Penton
11/02/2006,Preston,Luton,5,1,H,D Drysdale
11/02/2006,QPR,Millwall,1,0,H,A Wiley
11/02/2006,Sheffield Weds,Crystal Palace,0,0,D,K Wright
11/02/2006,Watford,Coventry,4,0,H,T Kettle
11/02/2006,Wolves,Crewe,1,1,D,L Mason
10/02/2006,Reading,Southampton,2,0,H,A D'Urso
6/02/2006,Sheffield United,Watford,1,4,A,A Hall
5/02/2006,Norwich,Ipswich,1,2,A,K Stroud
4/02/2006,Burnley,Plymouth,1,0,H,T Kettle
4/02/2006,Coventry,Brighton,2,0,H,U Rennie
4/02/2006,Crewe,Reading,3,4,A,C Webster
4/02/2006,Crystal Palace,Cardiff,1,0,H,A Bates
4/02/2006,Leeds,QPR,2,0,H,P Walton
4/02/2006,Leicester,Wolves,1,0,H,L Probert
4/02/2006,Luton,Hull,2,3,A,K Friend
4/02/2006,Millwall,Sheffield Weds,0,1,A,S Tanner
4/02/2006,Southampton,Derby,0,0,D,P Taylor
4/02/2006,Stoke,Preston,0,0,D,B Curson
1/02/2006,Derby,Sheffield United,0,1,A,I Williamson
31/01/2006,Brighton,Burnley,0,0,D,K Wright
31/01/2006,Cardiff,Millwall,1,1,D,A Marriner
31/01/2006,Hull,Coventry,1,2,A,A Woolmer
31/01/2006,Ipswich,Leeds,1,1,D,P Crossley
31/01/2006,Plymouth,Southampton,2,1,H,A Hall
31/01/2006,Preston,Crystal Palace,2,0,H,E Ilderton
31/01/2006,QPR,Leicester,2,3,A,M Thorpe
31/01/2006,Reading,Norwich,4,0,H,L Mason
31/01/2006,Sheffield Weds,Luton,0,2,A,P Armstrong
28/01/2006,Watford,Crewe,4,1,H,K Friend
25/01/2006,Southampton,Crystal Palace,0,0,D,A Marriner
24/01/2006,Plymouth,Leicester,1,0,H,A Woolmer
21/01/2006,Burnley,Preston,0,2,A,P Taylor
21/01/2006,Coventry,Derby,6,1,H,G Salisbury
21/01/2006,Crewe,Plymouth,1,2,A,D Drysdale
21/01/2006,Leeds,Sheffield Weds,3,0,H,D Gallagher
21/01/2006,Leicester,Cardiff,1,2,A,N Swarbrick
21/01/2006,Luton,QPR,2,0,H,R Beeby
21/01/2006,Millwall,Wolves,0,0,D,C Penton
21/01/2006,Norwich,Watford,2,3,A,M Atkinson
21/01/2006,Sheffield United,Brighton,3,1,H,E Ilderton
21/01/2006,Southampton,Ipswich,0,2,A,S Tanner
21/01/2006,Stoke,Hull,0,3,A,A D'Urso
20/01/2006,Crystal Palace,Reading,1,1,D,T Kettle
16/01/2006,Watford,Stoke,1,0,H,P Crossley
14/01/2006,Brighton,Leeds,2,1,H,A D'Urso
14/01/2006,Cardiff,Burnley,3,0,H,D Drysdale
14/01/2006,Derby,Crewe,5,1,H,D Deadman
14/01/2006,Hull,Crystal Palace,1,2,A,C Webster
14/01/2006,Ipswich,Sheffield United,1,1,D,C Penton
14/01/2006,Plymouth,Norwich,1,1,D,A Penn
14/01/2006,Preston,Millwall,2,0,H,J Moss
14/01/2006,QPR,Southampton,1,0,H,M Jones
14/01/2006,Reading,Coventry,2,0,H,A Bates
14/01/2006,Sheffield Weds,Leicester,2,1,H,E Ilderton
13/01/2006,Wolves,Luton,2,1,H,M Dean
3/01/2006,Hull,Sheffield United,1,3,A,M Thorpe
2/01/2006,Coventry,Wolves,2,0,H,E Ilderton
2/01/2006,Crystal Palace,Leicester,2,0,H,C Penton
2/01/2006,Luton,Watford,1,2,A,I Williamson
2/01/2006,Millwall,Derby,2,1,H,M Atkinson
2/01/2006,Norwich,Preston,0,3,A,N Miller
2/01/2006,Plymouth,Leeds,0,3,A,P Taylor
2/01/2006,QPR,Burnley,1,1,D,K Stroud
2/01/2006,Reading,Cardiff,5,1,H,R Olivier
2/01/2006,Sheffield Weds,Crewe,3,0,H,A D'Urso
2/01/2006,Southampton,Brighton,2,1,H,M Riley
2/01/2006,Stoke,Ipswich,2,2,D,L Probert
31/12/2005,Brighton,Millwall,1,2,A,M Thorpe
31/12/2005,Burnley,Sheffield Weds,1,2,A,A Woolmer
31/12/2005,Cardiff,Southampton,2,1,H,C Foy
31/12/2005,Crewe,QPR,3,4,A,K Wright
31/12/2005,Derby,Reading,2,2,D,B Curson
31/12/2005,Ipswich,Luton,1,0,H,A D'Urso
31/12/2005,Leeds,Hull,2,0,H,A Hall
31/12/2005,Leicester,Norwich,0,1,A,A Leake
31/12/2005,Preston,Coventry,3,1,H,L Probert
31/12/2005,Sheffield United,Stoke,2,1,H,L Mason
31/12/2005,Watford,Crystal Palace,1,2,A,P Dowd
31/12/2005,Wolves,Plymouth,1,1,D,P Armstrong
28/12/2005,Coventry,Crewe,1,1,D,P Melin
28/12/2005,Crystal Palace,Derby,2,0,H,K Stroud
28/12/2005,Hull,Ipswich,2,0,H,C Oliver
28/12/2005,Luton,Brighton,3,0,H,A Bates
28/12/2005,Millwall,Watford,0,0,D,A Marriner
28/12/2005,Norwich,Burnley,2,1,H,C Penton
28/12/2005,QPR,Cardiff,1,0,H,M Thorpe
28/12/2005,Reading,Leicester,2,0,H,A Wiley
28/12/2005,Sheffield Weds,Wolves,0,2,A,M Jones
28/12/2005,Southampton,Sheffield United,0,1,A,P Crossley
28/12/2005,Stoke,Leeds,0,1,A,M Halsey
26/12/2005,Brighton,QPR,1,0,H,R Styles
26/12/2005,Burnley,Stoke,1,0,H,N Miller
26/12/2005,Cardiff,Plymouth,0,2,A,L Probert
26/12/2005,Crewe,Hull,2,2,D,E Ilderton
26/12/2005,Derby,Luton,1,1,D,P Taylor
26/12/2005,Ipswich,Crystal Palace,0,2,A,A Woolmer
26/12/2005,Leeds,Coventry,3,1,H,C Webster
26/12/2005,Leicester,Millwall,1,1,D,G Salisbury
26/12/2005,Preston,Sheffield Weds,0,0,D,C Foy
26/12/2005,Sheffield United,Norwich,1,3,A,T Kettle
26/12/2005,Watford,Southampton,3,0,H,R Beeby
26/12/2005,Wolves,Reading,0,2,A,S Tanner
19/12/2005,QPR,Coventry,0,1,A,U Rennie
