Date,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,Referee
17/12/2005,Burnley,Watford,4,1,H,E Ilderton
17/12/2005,Cardiff,Derby,0,0,D,P Crossley
17/12/2005,Leicester,Crewe,1,1,D,A Marriner
17/12/2005,Luton,Stoke,2,3,A,T Kettle
17/12/2005,Millwall,Reading,0,2,A,A Hall
17/12/2005,Norwich,Southampton,3,1,H,A Bates
17/12/2005,Plymouth,Crystal Palace,2,0,H,R Beeby
17/12/2005,Sheffield Weds,Ipswich,0,1,A,I Williamson
17/12/2005,Wolves,Leeds,1,0,H,C Foy
16/12/2005,Brighton,Hull,2,1,H,K Stroud
16/12/2005,Preston,Sheffield United,0,0,D,B Curson
11/12/2005,Southampton,Luton,1,0,H,L Probert
10/12/2005,Coventry,Millwall,1,0,H,A Leake
10/12/2005,Crewe,Norwich,1,2,A,P Joslin
10/12/2005,Crystal Palace,Wolves,1,1,D,M Thorpe
10/12/2005,Derby,Preston,1,1,D,E Ilderton
10/12/2005,Hull,Sheffield Weds,1,0,H,M Atkinson
10/12/2005,Ipswich,QPR,2,2,D,M Messias
10/12/2005,Leeds,Cardiff,0,1,A,G Salisbury
10/12/2005,Reading,Brighton,5,1,H,P Taylor
10/12/2005,Sheffield United,Burnley,3,0,H,C Webster
10/12/2005,Watford,Plymouth,1,1,D,S Mathieson
9/12/2005,Stoke,Leicester,3,2,H,I Williamson
3/12/2005,Coventry,Plymouth,3,1,H,N Miller
3/12/2005,Crewe,Preston,0,2,A,C Webster
3/12/2005,Crystal Palace,Millwall,1,1,D,D Gallagher
3/12/2005,Derby,Norwich,2,0,H,A Hall
3/12/2005,Hull,Cardiff,2,0,H,P Taylor
3/12/2005,Ipswich,Wolves,1,1,D,K Stroud
3/12/2005,Leeds,Leicester,2,1,H,M Dean
3/12/2005,Reading,Luton,3,0,H,M Jones
3/12/2005,Sheffield United,Sheffield Weds,1,0,H,R Beeby
3/12/2005,Southampton,Burnley,1,1,D,B Curson
3/12/2005,Stoke,QPR,1,2,A,A Marriner
3/12/2005,Watford,Brighton,1,1,D,R Olivier
28/11/2005,Cardiff,Ipswich,2,1,H,A Marriner
26/11/2005,Brighton,Derby,0,0,D,S Tanner
26/11/2005,Burnley,Crewe,3,0,H,L Probert
26/11/2005,Coventry,Norwich,2,2,D,R Styles
26/11/2005,Leicester,Sheffield United,4,2,H,K Stroud
26/11/2005,Luton,Crystal Palace,2,0,H,M Messias
26/11/2005,Millwall,Leeds,0,1,A,M Fletcher
26/11/2005,Plymouth,Reading,0,2,A,K Wright
26/11/2005,Preston,Watford,1,1,D,M Jones
26/11/2005,QPR,Hull,2,2,D,P Crossley
26/11/2005,Sheffield Weds,Stoke,0,2,A,A Hall
26/11/2005,Wolves,Southampton,0,0,D,P Taylor
22/11/2005,Cardiff,Brighton,1,1,D,L Mason
22/11/2005,Crystal Palace,Coventry,2,0,H,A D'Urso
22/11/2005,Hull,Southampton,1,1,D,P Walton
22/11/2005,Ipswich,Reading,0,3,A,P Melin
22/11/2005,Leeds,Burnley,2,0,H,A Bates
22/11/2005,Leicester,Watford,2,2,D,D Drysdale
22/11/2005,Luton,Crewe,4,1,H,P Crossley
22/11/2005,Millwall,Norwich,1,0,H,A Woolmer
22/11/2005,QPR,Preston,0,2,A,D Gallagher
22/11/2005,Sheffield Weds,Plymouth,0,0,D,C Webster
22/11/2005,Stoke,Derby,1,2,A,M Jones
22/11/2005,Wolves,Sheffield United,0,0,D,N Miller
20/11/2005,Brighton,Crystal Palace,2,3,A,M Fletcher
19/11/2005,Burnley,Leicester,1,0,H,M Messias
19/11/2005,Coventry,Ipswich,1,1,D,G Salisbury
19/11/2005,Crewe,Stoke,1,2,A,A Woolmer
19/11/2005,Norwich,Luton,2,0,H,K Wright
19/11/2005,Plymouth,QPR,3,1,H,S Tanner
19/11/2005,Preston,Cardiff,2,1,H,R Beeby
19/11/2005,Reading,Hull,3,1,H,C Penton
19/11/2005,Sheffield United,Millwall,2,2,D,M Clattenburg
19/11/2005,Southampton,Leeds,3,4,A,I Williamson
19/11/2005,Watford,Sheffield Weds,2,1,H,B Curson
18/11/2005,Derby,Wolves,0,3,A,A Leake
9/11/2005,Sheffield Weds,Cardiff,1,3,A,T Kettle
6/11/2005,Cardiff,Coventry,0,0,D,C Penton
5/11/2005,Crystal Palace,Sheffield United,2,3,A,I Williamson
5/11/2005,Hull,Watford,1,2,A,L Mason
5/11/2005,Ipswich,Plymouth,3,1,H,M Atkinson
5/11/2005,Leeds,Preston,0,0,D,A D'Urso
5/11/2005,Leicester,Southampton,0,0,D,S Tanner
5/11/2005,Luton,Burnley,2,3,A,P Melin
5/11/2005,Millwall,Crewe,1,3,A,K Stroud
5/11/2005,QPR,Reading,1,2,A,A Leake
5/11/2005,Sheffield Weds,Derby,2,1,H,M Fletcher
5/11/2005,Stoke,Brighton,3,0,H,K Wright
5/11/2005,Wolves,Norwich,2,0,H,C Foy
2/11/2005,Coventry,Stoke,1,2,A,L Probert
2/11/2005,Derby,Ipswich,3,3,D,C Webster
1/11/2005,Brighton,Wolves,1,1,D,B Curson
1/11/2005,Burnley,Millwall,2,1,H,R Beeby
1/11/2005,Crewe,Leeds,1,0,H,T Kettle
1/11/2005,Norwich,Cardiff,1,0,H,D Drysdale
1/11/2005,Preston,Hull,3,0,H,N Miller
1/11/2005,Reading,Sheffield Weds,2,0,H,M Thorpe
1/11/2005,Sheffield United,Luton,4,0,H,M Dean
1/11/2005,Watford,QPR,3,1,H,M Atkinson
30/10/2005,Plymouth,Millwall,0,0,D,C Penton
29/10/2005,Brighton,Ipswich,1,1,D,R Beeby
29/10/2005,Coventry,Luton,1,0,H,M Thorpe
29/10/2005,Crewe,Crystal Palace,2,2,D,M Dean
29/10/2005,Derby,QPR,1,2,A,K Wright
29/10/2005,Norwich,Sheffield Weds,0,1,A,P Robinson
29/10/2005,Preston,Leicester,0,0,D,A Hall
29/10/2005,Reading,Leeds,1,1,D,P Joslin
29/10/2005,Sheffield United,Cardiff,0,0,D,C Foy
29/10/2005,Southampton,Stoke,2,0,H,R Olivier
29/10/2005,Watford,Wolves,3,1,H,C Webster
28/10/2005,Burnley,Hull,1,0,H,P Dowd
24/10/2005,Sheffield Weds,Brighton,1,1,D,N Miller
23/10/2005,Leicester,Coventry,2,1,H,K Wright
22/10/2005,Cardiff,Crewe,6,1,H,M Russell
22/10/2005,Crystal Palace,Burnley,2,0,H,M Thorpe
22/10/2005,Hull,Derby,2,1,H,A Hall
22/10/2005,Ipswich,Watford,0,1,A,A D'Urso
22/10/2005,Luton,Plymouth,1,1,D,B Curson
22/10/2005,Millwall,Southampton,0,2,A,C Foy
22/10/2005,QPR,Norwich,3,0,H,R Olivier
22/10/2005,Stoke,Reading,0,1,A,G Salisbury
22/10/2005,Wolves,Preston,1,1,D,T Kettle
21/10/2005,Leeds,Sheffield United,1,1,D,A Wiley
18/10/2005,Cardiff,Preston,2,2,D,H Webb
18/10/2005,Crystal Palace,Brighton,0,1,A,A Hall
18/10/2005,Hull,Reading,1,1,D,G Laws
18/10/2005,Ipswich,Coventry,2,2,D,T Kettle
18/10/2005,Leeds,Southampton,2,1,H,M Jones
18/10/2005,Leicester,Burnley,0,1,A,L Probert
18/10/2005,Luton,Norwich,4,2,H,S Tanner
18/10/2005,Millwall,Sheffield United,0,4,A,P Walton
18/10/2005,QPR,Plymouth,1,1,D,M Messias
18/10/2005,Sheffield Weds,Watford,1,1,D,A Leake
18/10/2005,Stoke,Crewe,2,0,H,N Miller
18/10/2005,Wolves,Derby,1,1,D,M Thorpe
16/10/2005,Reading,Ipswich,2,0,H,S Tanner
15/10/2005,Brighton,Cardiff,1,2,A,A Woolmer
15/10/2005,Burnley,Leeds,1,2,A,M Dean
15/10/2005,Coventry,Crystal Palace,1,4,A,A Wiley
15/10/2005,Crewe,Luton,3,1,H,A Bates
15/10/2005,Derby,Stoke,2,1,H,K Stroud
15/10/2005,Norwich,Millwall,1,1,D,P Taylor
15/10/2005,Plymouth,Sheffield Weds,1,1,D,I Williamson
15/10/2005,Preston,QPR,1,1,D,M Pike
15/10/2005,Sheffield United,Wolves,1,0,H,R Beeby
15/10/2005,Southampton,Hull,1,1,D,C Penton
15/10/2005,Watford,Leicester,1,2,A,U Rennie
3/10/2005,QPR,Crystal Palace,1,3,A,A D'Urso
1/10/2005,Brighton,Norwich,1,3,A,P Joslin
1/10/2005,Cardiff,Luton,1,2,A,M Jones
1/10/2005,Derby,Leicester,1,1,D,D Gallagher
1/10/2005,Ipswich,Crewe,2,1,H,C Penton
1/10/2005,Plymouth,Stoke,2,1,H,M Russell
1/10/2005,Preston,Southampton,1,1,D,P Walton
1/10/2005,Reading,Sheffield United,2,1,H,G Hegley
1/10/2005,Sheffield Weds,Coventry,3,2,H,L Mason
1/10/2005,Watford,Leeds,0,0,D,B Curson
30/09/2005,Hull,Millwall,1,1,D,A Leake
30/09/2005,Wolves,Burnley,0,1,A,S Tanner
28/09/2005,Coventry,Watford,3,1,H,P Joslin
28/09/2005,Leeds,Derby,3,1,H,G Salisbury
28/09/2005,Southampton,Reading,0,0,D,G Poll
27/09/2005,Burnley,Ipswich,3,0,H,M Pike
27/09/2005,Crewe,Wolves,0,4,A,R Olivier
27/09/2005,Crystal Palace,Sheffield Weds,2,0,H,L Probert
27/09/2005,Leicester,Brighton,0,0,D,D Drysdale
27/09/2005,Luton,Preston,3,0,H,C Penton
27/09/2005,Millwall,QPR,1,1,D,D Gallagher
27/09/2005,Norwich,Hull,2,1,H,B Curson
27/09/2005,Sheffield United,Plymouth,2,0,H,G Laws
27/09/2005,Stoke,Cardiff,0,3,A,R Beeby
24/09/2005,Burnley,Brighton,1,1,D,E Ilderton
24/09/2005,Coventry,Hull,0,2,A,I Williamson
24/09/2005,Crewe,Watford,0,0,D,M Fletcher
24/09/2005,Crystal Palace,Preston,1,1,D,S Tanner
24/09/2005,Leeds,Ipswich,0,2,A,M Halsey
24/09/2005,Leicester,QPR,1,2,A,C Webster
24/09/2005,Millwall,Cardiff,0,0,D,A D'Urso
24/09/2005,Norwich,Reading,0,1,A,T Kettle
24/09/2005,Sheffield United,Derby,2,1,H,M Pike
24/09/2005,Southampton,Plymouth,0,0,D,A Leake
24/09/2005,Stoke,Wolves,1,3,A,M Atkinson
23/09/2005,Luton,Sheffield Weds,2,2,D,R Beeby
18/09/2005,Derby,Southampton,2,2,D,N Miller
18/09/2005,Ipswich,Norwich,0,1,A,L Mason
17/09/2005,Brighton,Coventry,2,2,D,G Hegley
17/09/2005,Cardiff,Crystal Palace,1,0,H,P Dowd
17/09/2005,Hull,Luton,0,1,A,G Salisbury
17/09/2005,Plymouth,Burnley,1,0,H,K Stroud
17/09/2005,QPR,Leeds,0,1,A,P Walton
17/09/2005,Reading,Crewe,1,0,H,A Woolmer
17/09/2005,Sheffield Weds,Millwall,1,2,A,T Kettle
17/09/2005,Watford,Sheffield United,2,3,A,M Clattenburg
17/09/2005,Wolves,Leicester,0,0,D,I Williamson
16/09/2005,Preston,Stoke,0,1,A,G Laws
14/09/2005,Derby,Coventry,1,1,D,P Walton
13/09/2005,Brighton,Sheffield United,0,1,A,L Probert
13/09/2005,Cardiff,Leicester,1,0,H,K Stroud
13/09/2005,Hull,Stoke,0,1,A,C Webster
13/09/2005,Ipswich,Southampton,2,2,D,P Joslin
13/09/2005,Plymouth,Crewe,1,1,D,S Tanner
13/09/2005,Preston,Burnley,0,0,D,D Gallagher
13/09/2005,QPR,Luton,1,0,H,M Thorpe
13/09/2005,Reading,Crystal Palace,3,2,H,B Curson
13/09/2005,Sheffield Weds,Leeds,1,0,H,P Taylor
13/09/2005,Watford,Norwich,2,1,H,P Armstrong
13/09/2005,Wolves,Millwall,1,2,A,U Rennie
11/09/2005,Crewe,Derby,1,1,D,I Williamson
10/09/2005,Burnley,Cardiff,3,3,D,P Walton
10/09/2005,Coventry,Reading,1,1,D,A Hall
10/09/2005,Crystal Palace,Hull,2,0,H,K Wright
10/09/2005,Leeds,Brighton,3,3,D,M Pike
10/09/2005,Leicester,Sheffield Weds,2,0,H,G Salisbury
10/09/2005,Luton,Wolves,1,1,D,L Probert
10/09/2005,Millwall,Preston,1,2,A,M Jones
10/09/2005,Norwich,Plymouth,2,0,H,B Knight
10/09/2005,Sheffield United,Ipswich,2,0,H,P Dowd
10/09/2005,Southampton,QPR,1,1,D,R Beeby
10/09/2005,Stoke,Watford,0,3,A,N Miller
30/08/2005,Wolves,QPR,3,1,H,N Miller
29/08/2005,Brighton,Plymouth,2,0,H,D Gallagher
29/08/2005,Coventry,Southampton,1,1,D,M Thorpe
29/08/2005,Crewe,Sheffield United,1,3,A,A Leake
29/08/2005,Derby,Watford,1,2,A,C Penton
29/08/2005,Hull,Leicester,1,1,D,M Clattenburg
29/08/2005,Ipswich,Preston,0,4,A,B Curson
29/08/2005,Luton,Millwall,2,1,H,M Atkinson
29/08/2005,Reading,Burnley,2,1,H,R Olivier
29/08/2005,Stoke,Norwich,3,1,H,M Pike
27/08/2005,Burnley,Derby,2,2,D,G Laws
27/08/2005,Cardiff,Wolves,2,2,D,G Salisbury
27/08/2005,Crystal Palace,Stoke,2,0,H,M Atkinson
27/08/2005,Leicester,Luton,0,2,A,P Armstrong
27/08/2005,Millwall,Ipswich,1,2,A,M Halsey
27/08/2005,Norwich,Leeds,0,1,A,U Rennie
27/08/2005,Plymouth,Hull,0,1,A,A D'Urso
27/08/2005,Preston,Brighton,0,0,D,A Bates
27/08/2005,Sheffield United,Coventry,2,1,H,C Webster
27/08/2005,Southampton,Crewe,2,0,H,A Hall
27/08/2005,Watford,Reading,0,0,D,R Beeby
26/08/2005,QPR,Sheffield Weds,0,0,D,C Penton
20/08/2005,Coventry,QPR,3,0,H,A Leake
20/08/2005,Crewe,Leicester,2,2,D,M Halsey
20/08/2005,Crystal Palace,Plymouth,1,0,H,P Walton
20/08/2005,Derby,Cardiff,2,1,H,T Kettle
20/08/2005,Hull,Brighton,2,0,H,P Joslin
20/08/2005,Ipswich,Sheffield Weds,2,1,H,G Hegley
20/08/2005,Leeds,Wolves,2,0,H,R Beeby
20/08/2005,Reading,Millwall,5,0,H,S Tanner
20/08/2005,Sheffield United,Preston,2,1,H,K Stroud
20/08/2005,Southampton,Norwich,1,0,H,L Probert
20/08/2005,Stoke,Luton,2,1,H,A D'Urso
20/08/2005,Watford,Burnley,3,1,H,M Messias
13/08/2005,Brighton,Crewe,2,2,D,P Taylor
13/08/2005,Burnley,Coventry,4,0,H,N Miller
13/08/2005,Leicester,Ipswich,0,0,D,M Jones
13/08/2005,Luton,Leeds,0,0,D,A Leake
13/08/2005,Millwall,Stoke,0,1,A,P Walton
13/08/2005,Norwich,Crystal Palace,1,1,D,I Williamson
13/08/2005,Plymouth,Derby,0,2,A,P Dowd
13/08/2005,Preston,Reading,0,3,A,L Probert
13/08/2005,QPR,Sheffield United,2,1,H,S Tanner
13/08/2005,Sheffield Weds,Southampton,0,1,A,M Pike
13/08/2005,Wolves,Hull,1,0,H,L Mason
12/08/2005,Cardiff,Watford,1,3,A,U Rennie
9/08/2005,Brighton,Reading,0,2,A,K Friend
9/08/2005,Burnley,Sheffield United,1,2,A,M Halsey
9/08/2005,Cardiff,Leeds,2,1,H,S Tanner
9/08/2005,Leicester,Stoke,4,2,H,P Taylor
9/08/2005,Luton,Southampton,3,2,H,S Bennett
9/08/2005,Millwall,Coventry,0,0,D,G Hegley
9/08/2005,Norwich,Crewe,1,1,D,C Penton
9/08/2005,Plymouth,Watford,3,3,D,L Probert
9/08/2005,QPR,Ipswich,2,1,H,K Stroud
9/08/2005,Sheffield Weds,Hull,1,1,D,M Jones
9/08/2005,Wolves,Crystal Palace,2,1,H,R Styles
8/08/2005,Preston,Derby,1,1,D,R Olivier
7/08/2005,Leeds,Millwall,2,1,H,G Laws
6/08/2005,Crewe,Burnley,2,1,H,C Webster
6/08/2005,Crystal Palace,Luton,1,2,A,P Dowd
6/08/2005,Derby,Brighton,1,1,D,B Curson
6/08/2005,Hull,QPR,0,0,D,D Gallagher
6/08/2005,Ipswich,Cardiff,1,0,H,K Friend
6/08/2005,Norwich,Coventry,1,1,D,R Beeby
6/08/2005,Reading,Plymouth,1,2,A,P Taylor
6/08/2005,Sheffield United,Leicester,4,1,H,L Mason
6/08/2005,Southampton,Wolves,0,0,D,T Kettle
6/08/2005,Stoke,Sheffield Weds,0,0,D,M Clattenburg
6/08/2005,Watford,Preston,1,2,A,I Williamson
8/05/2005,Brighton,Ipswich,1,1,D,M Jones
8/05/2005,Cardiff,QPR,1,0,H,A Marriner
8/05/2005,Crewe,Coventry,2,1,H,A Kaye
8/05/2005,Derby,Preston,3,1,H,P Crossley
8/05/2005,Leeds,Rotherham,0,0,D,L Mason
8/05/2005,Millwall,Burnley,0,0,D,B Curson
8/05/2005,Nott'm Forest,Gillingham,2,2,D,R Styles
8/05/2005,Plymouth,Leicester,0,0,D,P Armstrong
8/05/2005,Sunderland,Stoke,1,0,H,A Leake
8/05/2005,Watford,West Ham,1,2,A,A D'Urso
8/05/2005,Wigan,Reading,3,1,H,M Atkinson
8/05/2005,Wolves,Sheffield United,4,2,H,P Walton
1/05/2005,Leicester,Leeds,2,0,H,G Laws
30/04/2005,Burnley,Plymouth,2,0,H,T Bates
30/04/2005,Coventry,Derby,6,2,H,M Fletcher
30/04/2005,Gillingham,Cardiff,1,1,D,A Kaye
30/04/2005,Ipswich,Crewe,5,1,H,I Williamson
30/04/2005,Preston,Wigan,1,1,D,H Webb
30/04/2005,QPR,Nott'm Forest,2,1,H,K Wright
30/04/2005,Reading,Wolves,1,2,A,R Styles
30/04/2005,Rotherham,Brighton,0,1,A,S Tanner
30/04/2005,Sheffield United,Millwall,0,1,A,L Mason
30/04/2005,Stoke,Watford,0,1,A,M Atkinson
29/04/2005,West Ham,Sunderland,1,2,A,R Beeby
26/04/2005,Leicester,Derby,1,0,H,A D'Urso
24/04/2005,Millwall,Preston,2,1,H, P Joslin
23/04/2005,Brighton,West Ham,2,2,D, A Penn
23/04/2005,Cardiff,Reading,2,0,H, S Mathieson
23/04/2005,Crewe,Stoke,0,2,A, R Beeby
23/04/2005,Derby,Gillingham,2,0,H, N Miller
23/04/2005,Leeds,Ipswich,1,1,D, C Webster
23/04/2005,Nott'm Forest,Burnley,1,0,H, P Walton
23/04/2005,Plymouth,Coventry,1,1,D, L Probert
23/04/2005,Sunderland,Leicester,2,1,H, M Jones
23/04/2005,Watford,Sheffield United,0,0,D, R Styles
23/04/2005,Wigan,QPR,0,0,D, P Danson
23/04/2005,Wolves,Rotherham,2,0,H, M Pike
19/04/2005,Burnley,QPR,2,0,H,C Oliver
19/04/2005,Leicester,Cardiff,1,1,D,P Taylor
19/04/2005,Stoke,West Ham,0,1,A,G Laws
17/04/2005,Ipswich,Sunderland,2,2,D,S Bennett
16/04/2005,Burnley,Brighton,1,1,D,S Mathieson
16/04/2005,Coventry,Wolves,2,2,D,G Hegley
16/04/2005,Gillingham,Crewe,1,1,D,M Russell
16/04/2005,Leicester,Wigan,0,2,A,K Stroud
16/04/2005,Preston,Cardiff,3,0,H,N Miller
16/04/2005,QPR,Leeds,1,1,D,R Olivier
16/04/2005,Reading,Nott'm Forest,1,0,H,S Tanner
16/04/2005,Rotherham,Watford,0,1,A,C Webster
16/04/2005,Stoke,Plymouth,2,0,H,C Boyeson
16/04/2005,West Ham,Millwall,1,1,D,U Rennie
15/04/2005,Sheffield United,Derby,0,1,A,C Foy
12/04/2005,Nott'm Forest,Sheffield United,1,1,D,K Wright
11/04/2005,Wolves,Ipswich,2,0,H,S Dunn
9/04/2005,Brighton,Leicester,1,1,D,M Thorpe
9/04/2005,Cardiff,Wigan,0,2,A,G Hegley
9/04/2005,Derby,Stoke,3,1,H,M Halsey
9/04/2005,Gillingham,Burnley,1,0,H,R Olivier
9/04/2005,Millwall,Crewe,4,3,H,A Marriner
9/04/2005,Nott'm Forest,Plymouth,0,3,A,A Hall
9/04/2005,Rotherham,Preston,1,2,A,A Penn
9/04/2005,Sheffield United,QPR,3,2,H,L Probert
9/04/2005,Sunderland,Reading,1,2,A,L Mason
9/04/2005,Watford,Leeds,1,2,A,N Miller
9/04/2005,West Ham,Coventry,3,0,H,I Williamson
6/04/2005,Coventry,Nott'm Forest,2,0,H,A D'Urso
5/04/2005,Burnley,West Ham,0,1,A,K Friend
5/04/2005,Crewe,Derby,1,2,A,T Leake
5/04/2005,Ipswich,Rotherham,4,3,H,L Probert
5/04/2005,Leeds,Sheffield United,0,4,A,P Walton
5/04/2005,Leicester,Wolves,1,1,D,E Evans
5/04/2005,Plymouth,Watford,1,0,H,C Penton
5/04/2005,Preston,Brighton,3,0,H,P Prosser
5/04/2005,QPR,Gillingham,1,1,D,P Joslin
5/04/2005,Reading,Millwall,2,1,H,K Wright
5/04/2005,Stoke,Cardiff,1,3,A,A Hall
5/04/2005,Wigan,Sunderland,0,1,A,A Marriner
2/04/2005,Burnley,Watford,3,1,H,M Pike
2/04/2005,Coventry,Brighton,2,1,H,M Cowburn
2/04/2005,Crewe,Nott'm Forest,1,1,D,K Friend
2/04/2005,Ipswich,Derby,3,2,H,G Hegley
2/04/2005,Leeds,Wolves,1,1,D,P Crossley
2/04/2005,Leicester,Millwall,3,1,H,D Gallagher
2/04/2005,Plymouth,Cardiff,1,1,D,R Beeby
2/04/2005,Preston,Gillingham,1,1,D,S Mathieson
2/04/2005,QPR,Sunderland,1,3,A,P Dowd
2/04/2005,Reading,Sheffield United,0,0,D,M Jones
2/04/2005,Stoke,Rotherham,1,2,A,G Salisbury
2/04/2005,Wigan,West Ham,1,2,A,B Curson
21/03/2005,Brighton,Reading,0,1,A,K Friend
20/03/2005,Millwall,Plymouth,3,0,H,P Melin
19/03/2005,Cardiff,Crewe,1,1,D,S Tanner
19/03/2005,Gillingham,Ipswich,0,0,D,B Curson
19/03/2005,Nott'm Forest,Wigan,1,1,D,S Mathieson
19/03/2005,Rotherham,QPR,0,1,A,T Bates
19/03/2005,Sheffield United,Burnley,2,1,H,M Atkinson
19/03/2005,Sunderland,Coventry,1,0,H,A Wiley
19/03/2005,Watford,Preston,0,2,A,M Jones
19/03/2005,Wolves,Stoke,1,1,D,C Foy
18/03/2005,West Ham,Leicester,2,2,D,A Marriner
16/03/2005,Derby,QPR,0,0,D,K Friend
16/03/2005,Nott'm Forest,Leeds,0,0,D,G Salisbury
15/03/2005,Brighton,Wigan,2,4,A,A D'Urso
15/03/2005,Cardiff,Ipswich,0,1,A,R Olivier
15/03/2005,Gillingham,Stoke,2,1,H,R Styles
15/03/2005,Millwall,Coventry,1,1,D,C Penton
15/03/2005,Rotherham,Reading,1,0,H,A Hall
15/03/2005,Sheffield United,Preston,1,1,D,N Miller
15/03/2005,Sunderland,Plymouth,5,1,H,M Cowburn
15/03/2005,Watford,Leicester,2,2,D,I Williamson
15/03/2005,West Ham,Crewe,1,1,D,M Thorpe
15/03/2005,Wolves,Burnley,2,0,H,C Boyeson
12/03/2005,Burnley,Rotherham,2,1,H,P Robinson
12/03/2005,Coventry,Cardiff,1,1,D,L Mason
12/03/2005,Crewe,Sunderland,0,1,A,L Probert
12/03/2005,Ipswich,Nott'm Forest,6,0,H,C Webster
12/03/2005,Leeds,Gillingham,1,1,D,M Cowburn
12/03/2005,Plymouth,Brighton,5,1,H,P Crossley
12/03/2005,Preston,Wolves,2,2,D,A Mariner
12/03/2005,QPR,Watford,3,1,H,P Joslin
12/03/2005,Reading,West Ham,3,1,H,P Joslin
12/03/2005,Stoke,Sheffield United,2,0,H,S Mathieson
12/03/2005,Wigan,Millwall,2,0,H,T Bates
8/03/2005,Burnley,Leicester,0,0,D,A Kaye
8/03/2005,Sheffield United,Crewe,4,0,H,D Drysdale
8/03/2005,Watford,Nott'm Forest,0,2,A,P Melin
6/03/2005,Millwall,Leeds,1,1,D,B Knight
5/03/2005,Cardiff,Sheffield United,1,0,H,D Gallagher
5/03/2005,Crewe,Wolves,1,4,A,N Miller
5/03/2005,Derby,Plymouth,1,0,H,C Oliver
5/03/2005,Leicester,Nott'm Forest,0,1,A,R Beeby
5/03/2005,QPR,Reading,0,0,D,T Leake
5/03/2005,Rotherham,Gillingham,1,3,A,M Jones
5/03/2005,Stoke,Brighton,2,0,H,R Booth
5/03/2005,Watford,Coventry,2,3,A,M Thorpe
5/03/2005,West Ham,Preston,1,2,A,S Tanner
5/03/2005,Wigan,Ipswich,1,0,H,G Laws
4/03/2005,Burnley,Sunderland,0,2,A,I Williamson
2/03/2005,Derby,Wolves,3,3,D,I Williamson
26/02/2005,Brighton,Millwall,1,0,H,S Conroy
26/02/2005,Coventry,Stoke,0,0,D,J Singh
26/02/2005,Gillingham,Wigan,2,1,H,C Penton
26/02/2005,Ipswich,QPR,0,2,A,A D'Urso
26/02/2005,Leeds,West Ham,2,1,H,A Hall
26/02/2005,Nott'm Forest,Derby,2,2,D,M Pike
26/02/2005,Plymouth,Crewe,3,0,H,A Kaye
26/02/2005,Preston,Burnley,1,0,H,G Laws
26/02/2005,Reading,Leicester,0,0,D,U Rennie
26/02/2005,Sheffield United,Rotherham,1,0,H,P Taylor
26/02/2005,Sunderland,Cardiff,2,1,H,T Leake
26/02/2005,Wolves,Watford,0,0,D,G Salisbury
23/02/2005,Coventry,Wigan,1,2,A,R Beeby
23/02/2005,Derby,Burnley,1,1,D,P Dowd
23/02/2005,Nott'm Forest,Preston,2,0,H,B Curson
22/02/2005,Cardiff,Millwall,0,1,A,M Jones
22/02/2005,Crewe,Reading,1,1,D,G Laws
22/02/2005,Gillingham,West Ham,0,1,A,P Crossley
22/02/2005,Ipswich,Watford,1,2,A,A Marriner
22/02/2005,Plymouth,Sheffield United,3,0,H,S Tanner
22/02/2005,QPR,Wolves,1,1,D,M Atkinson
22/02/2005,Stoke,Leicester,3,2,H,M Halsey
22/02/2005,Sunderland,Rotherham,4,1,H,S Mathieson
19/02/2005,Brighton,Sunderland,2,1,H,D Gallagher
19/02/2005,Millwall,Stoke,0,1,A,A Kaye
19/02/2005,Reading,Coventry,1,2,A,G Salisbury
19/02/2005,Rotherham,Derby,1,3,A,N Miller
19/02/2005,West Ham,Plymouth,5,0,H,K Friend
19/02/2005,Wigan,Leeds,3,0,H,P Joslin
19/02/2005,Wolves,Gillingham,2,2,D,K Woolmer
18/02/2005,Preston,Ipswich,1,1,D,M Messias
15/02/2005,Crewe,Burnley,1,1,D,M Atkinson
12/02/2005,Cardiff,Brighton,2,0,H,M Russell
12/02/2005,Coventry,Burnley,0,2,A,S Tanner
12/02/2005,Crewe,Wigan,1,3,A,E Ilderton
12/02/2005,Gillingham,Millwall,0,0,D,A D'Urso
12/02/2005,Ipswich,Leicester,2,1,H,K Wright
12/02/2005,Leeds,Reading,3,1,H,C Foy
12/02/2005,Plymouth,Rotherham,1,1,D,M Fletcher
12/02/2005,QPR,Preston,1,2,A,L Probert
12/02/2005,Sunderland,Watford,4,2,H,T Bates
6/02/2005,West Ham,Cardiff,1,0,H,K Stroud
5/02/2005,Brighton,Derby,2,3,A,F Graham
5/02/2005,Burnley,Leeds,0,1,A,C Webster
5/02/2005,Leicester,Crewe,1,1,D,P Armstrong
5/02/2005,Millwall,QPR,0,0,D,P Crossley
5/02/2005,Preston,Coventry,3,2,H,R Booth
5/02/2005,Reading,Plymouth,0,0,D,R Olivier
5/02/2005,Rotherham,Nott'm Forest,0,0,D,P Dowd
5/02/2005,Sheffield United,Ipswich,0,2,A,R Beeby
5/02/2005,Watford,Gillingham,2,0,H,A Hall
5/02/2005,Wigan,Stoke,0,1,A,M Clattenburg
4/02/2005,Wolves,Sunderland,1,1,D,P Joslin
29/01/2005,Leeds,Brighton,1,1,D,M Thorpe
